     X       HSNLF(1)-0213 AIRFOIL-Re=   9e+06-Alpha= 0.00-NCrit=  9.0-XTrTop=0.600-XtrBot=0.600    
            1         0.2700682  
    0.9921412          0.265788  
    0.9777337          0.258149  
     0.960713         0.2380663  
    0.9422819         0.2232125  
    0.9237904         0.2153733  
    0.9051111         0.1968855  
    0.8864384         0.1857518  
    0.8679974         0.1679935  
    0.8494226         0.1376742  
    0.8306075         0.1060284  
    0.8117792        0.07670848  
    0.7930357        0.03824414  
     0.774045       -0.01078477  
    0.7550649       -0.05251489  
    0.7362377        -0.1147257  
    0.7172768        -0.1887552  
    0.6982866        -0.2605454  
    0.6795792        -0.3423086  
    0.6611612        -0.4163675  
      0.64293        -0.4823668  
    0.6248346        -0.5415217  
    0.6067538         -0.614118  
    0.5885918        -0.6436338  
    0.5703401         -0.655104  
    0.5519256        -0.6607665  
    0.5333591        -0.6651409  
    0.5146946        -0.6646137  
    0.4958731        -0.6606568  
    0.4769659        -0.6593029  
     0.458003        -0.6547613  
    0.4389577        -0.6517719  
    0.4199146        -0.6499291  
    0.4008424        -0.6452407  
     0.381746        -0.6430514  
    0.3626754        -0.6401003  
    0.3436056        -0.6365466  
    0.3245674        -0.6337802  
    0.3055719        -0.6289303  
    0.2865975        -0.6227433  
    0.2676552        -0.6165643  
    0.2487836        -0.6102232  
    0.2299767        -0.6010042  
    0.2112331        -0.5919071  
    0.1926047        -0.5827449  
    0.1741288        -0.5716256  
    0.1558217        -0.5566384  
    0.1377063        -0.5385224  
    0.1198578        -0.5193939  
    0.1024444         -0.498823  
   0.08568812          -0.46875  
   0.06990154        -0.4362597  
   0.05556664        -0.3910243  
    0.0432344         -0.326658  
   0.03314542        -0.2705788  
   0.02518262        -0.1882651  
   0.01890076       -0.08911035  
   0.01396341       0.006646538  
   0.01011022         0.1683836  
  0.007096279         0.3786113  
   0.00476122         0.6021618  
   0.00299091         0.8087262  
  0.001698986         0.9756297  
 0.0008148926          1.088267  
 0.0002753304          1.135475  
 3.437988e-06          1.104784  
  0.000101287         0.9143681  
 0.0008481927         0.6354794  
  0.002140653         0.3390895  
  0.003943258        0.07779372  
  0.006280759       -0.05163708  
  0.009161174        -0.1507908  
   0.01268969        -0.2042436  
   0.01705652        -0.2103228  
   0.02254311        -0.2029076  
   0.02950606        -0.2261305  
   0.03842836        -0.2484384  
   0.04985273        -0.2412365  
   0.06401534        -0.2380432  
   0.08029934        -0.2383785  
   0.09785619        -0.2472215  
     0.116069        -0.2574144  
    0.1346672        -0.2650699  
    0.1534473        -0.2748611  
    0.1723102        -0.2825152  
    0.1913121        -0.2834918  
    0.2105049        -0.2842258  
    0.2297868        -0.2883507  
    0.2490923        -0.2937049  
    0.2684359        -0.2979262  
    0.2878255         -0.302836  
    0.3072271        -0.3086261  
    0.3266362        -0.3146955  
    0.3460285        -0.3216888  
    0.3654049        -0.3269598  
    0.3847983        -0.3314361  
    0.4041913        -0.3359877  
    0.4235831        -0.3400904  
    0.4429514        -0.3447145  
    0.4623048        -0.3457509  
     0.481744        -0.3444526  
    0.5012808        -0.3473094  
    0.5206768        -0.3610166  
    0.5398804         -0.369238  
    0.5590887        -0.3742192  
    0.5782478        -0.3815066  
    0.5973307        -0.3912359  
    0.6162501        -0.3926535  
    0.6348849        -0.3947611  
     0.653279        -0.3997384  
    0.6713838        -0.4025409  
    0.6888136        -0.4286265  
    0.7051413        -0.4020027  
    0.7215115        -0.2550594  
    0.7383453       -0.08259107  
    0.7550308        0.02696041  
    0.7722761        0.06191245  
    0.7904237        0.08284383  
    0.8090345         0.1043453  
    0.8278229         0.1239665  
    0.8467215         0.1393597  
    0.8657759         0.1500174  
    0.8850419         0.1612081  
    0.9043742         0.1770367  
    0.9235421         0.1980611  
    0.9423159         0.2186767  
    0.9605606         0.2380061  
    0.9776396         0.2540976  
    0.9921293         0.2654581  
            1         0.2700682  
